Order Name,Created at,Financial Status,Brand,Product,SKU,Quantity,Unit Price,Discount,Discount Pct,Line Total
#SHF1104,2026-02-05 15:04:56,paid,CAOSTU,Áo tanktop trơn,CAO-7662,1,399000,39900,10,359100
#SHF1104,2026-02-05 15:04:56,paid,PARADOX,Set streetwear navy,PAR-6952,1,808000,121200,15,686800
#SHF1104,2026-02-05 15:04:56,paid,CAOSTU,Áo thun basic cổ tròn,CAO-1134,2,230000,46000,10,414000
#SHF1105,2026-02-06 01:00:27,paid,HIGHCHIC,Chân váy midi xếp ly,HIG-8107,3,667000,0,0,2001000
#SHF1106,2026-02-06 07:08:39,partially_refunded,PARADOX,Quần wide-leg đen,PAR-3642,1,996000,0,0,996000
#SHF1107,2026-02-06 16:54:32,paid,CAOSTU,Áo polo nam cổ bẻ,CAO-9279,3,191000,0,0,573000
#SHF1107,2026-02-06 16:54:32,paid,CAOSTU,Quần short thể thao,CAO-4049,1,193000,28950,15,164050
#SHF1107,2026-02-06 16:54:32,paid,CAOSTU,Quần short thể thao,CAO-4049,2,403000,161200,20,644800
#SHF1108,2026-02-07 13:41:06,paid,FNOS,Sandal cao gót 7cm,FNO-7259,3,641000,96150,5,1826850
#SHF1109,2026-02-07 19:30:36,refunded,IAMSAIGON,Vòng tay dệt,IAM-8439,2,262000,0,0,524000
#SHF1109,2026-02-07 19:30:36,refunded,HIGHCHIC,Áo croptop basic,HIG-7529,1,1030000,0,0,1030000
#SHF1110,2026-02-08 07:39:42,paid,CAOSTU,Quần short thể thao,CAO-4049,2,207000,0,0,414000
#SHF1110,2026-02-08 07:39:42,paid,CAOSTU,Áo thun basic cổ tròn,CAO-1134,1,191000,0,0,191000
#SHF1110,2026-02-08 07:39:42,paid,CAOSTU,Áo polo nam cổ bẻ,CAO-9279,1,434000,0,0,434000
#SHF1111,2026-02-08 16:53:21,paid,CAOSTU,Áo khoác dù basic,CAO-7320,2,245000,0,0,490000
#SHF1111,2026-02-08 16:53:21,paid,FNOS,Dép quai hậu EVA,FNO-2214,2,690000,0,0,1380000
#SHF1111,2026-02-08 16:53:21,paid,CAOSTU,Áo khoác dù basic,CAO-7320,2,435000,0,0,870000
#SHF1112,2026-02-09 15:12:23,paid,IAMSAIGON,Túi tote canvas in hình,IAM-4791,3,74000,0,0,222000
#SHF1112,2026-02-09 15:12:23,paid,PARADOX,Hoodie unisex grey,PAR-3561,2,871000,0,0,1742000
#SHF1112,2026-02-09 15:12:23,paid,HIGHCHIC,Đầm maxi floral,HIG-7764,2,696000,0,0,1392000
#SHF1113,2026-02-10 19:07:57,paid,PARADOX,Bomber jacket olive,PAR-4071,3,930000,418500,15,2371500
#SHF1113,2026-02-10 19:07:57,paid,FNOS,Giày loafer da bò,FNO-9603,1,459000,0,0,459000
#SHF1113,2026-02-10 19:07:57,paid,HIGHCHIC,Áo croptop basic,HIG-7529,1,733000,0,0,733000
#SHF1114,2026-02-11 11:24:02,partially_refunded,CAOSTU,Áo khoác dù basic,CAO-7320,1,250000,0,0,250000
#SHF1114,2026-02-11 11:24:02,partially_refunded,CAOSTU,Áo polo nam cổ bẻ,CAO-9279,3,304000,0,0,912000
#SHF1114,2026-02-11 11:24:02,partially_refunded,HIGHCHIC,Đầm maxi floral,HIG-7764,2,865000,259500,15,1470500
#SHF1115,2026-02-12 02:41:38,refunded,FNOS,Giày slip-on canvas,FNO-1784,2,728000,0,0,1456000
#SHF1116,2026-02-12 20:59:55,paid,CAOSTU,Áo khoác dù basic,CAO-7320,1,259000,0,0,259000
#SHF1116,2026-02-12 20:59:55,paid,IAMSAIGON,Móc khóa thêu HCM,IAM-8897,2,106000,31800,15,180200
#SHF1116,2026-02-12 20:59:55,paid,HIGHCHIC,Áo blouse lụa tay dài,HIG-9554,3,769000,0,0,2307000
#SHF1117,2026-02-14 11:42:56,paid,CAOSTU,Quần jogger cotton,CAO-1847,1,496000,0,0,496000
#SHF1117,2026-02-14 11:42:56,paid,FNOS,Dép quai hậu EVA,FNO-2214,2,828000,0,0,1656000
#SHF1118,2026-02-15 15:25:26,paid,PARADOX,Áo sơ mi oversize unisex,PAR-4982,2,481000,0,0,962000
#SHF1118,2026-02-15 15:25:26,paid,FNOS,Dép quai hậu EVA,FNO-2214,1,700000,70000,10,630000
#SHF1119,2026-02-21 06:28:18,paid,CAOSTU,Áo polo nam cổ bẻ,CAO-9279,3,518000,0,0,1554000
#SHF1119,2026-02-21 06:28:18,paid,CAOSTU,Quần short thể thao,CAO-4049,1,476000,0,0,476000
#SHF1120,2026-02-21 13:24:37,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,2,162000,0,0,324000
#SHF1120,2026-02-21 13:24:37,paid,PARADOX,Hoodie unisex grey,PAR-3561,1,504000,100800,20,403200
#SHF1121,2026-02-22 14:25:26,paid,FNOS,Giày loafer da bò,FNO-9603,2,821000,246300,15,1395700
#SHF1121,2026-02-22 14:25:26,paid,HIGHCHIC,Áo blouse lụa tay dài,HIG-9554,3,1118000,0,0,3354000
#SHF1122,2026-02-22 17:52:57,paid,CAOSTU,Áo tanktop trơn,CAO-7662,3,428000,192600,15,1091400
#SHF1122,2026-02-22 17:52:57,paid,FNOS,Sandal cao gót 7cm,FNO-7259,2,711000,284400,20,1137600
#SHF1123,2026-02-23 05:05:04,paid,CAOSTU,Áo tanktop trơn,CAO-7662,1,641000,0,0,641000
#SHF1124,2026-02-24 10:24:16,paid,PARADOX,Hoodie unisex grey,PAR-3561,1,1054000,105400,10,948600
#SHF1125,2026-02-24 19:36:48,partially_refunded,FNOS,Sandal cao gót 7cm,FNO-7259,1,604000,90600,15,513400
#SHF1125,2026-02-24 19:36:48,partially_refunded,FNOS,Sandal cao gót 7cm,FNO-7259,1,711000,0,0,711000
#SHF1125,2026-02-24 19:36:48,partially_refunded,CAOSTU,Áo thun basic cổ tròn,CAO-1134,2,201000,0,0,402000
#SHF1126,2026-02-25 06:02:57,paid,FNOS,Sneaker trắng basic,FNO-2184,3,734000,550500,25,1651500
#SHF1126,2026-02-25 06:02:57,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,2,315000,0,0,630000
#SHF1127,2026-02-27 10:14:22,paid,FNOS,Dép quai hậu EVA,FNO-2214,2,659000,0,0,1318000
#SHF1127,2026-02-27 10:14:22,paid,CAOSTU,Áo thun basic cổ tròn,CAO-1134,1,320000,0,0,320000
#SHF1128,2026-03-01 03:18:52,paid,IAMSAIGON,Móc khóa thêu HCM,IAM-8897,3,309000,0,0,927000
#SHF1128,2026-03-01 03:18:52,paid,PARADOX,Áo sơ mi oversize unisex,PAR-4982,3,1030000,463500,15,2626500
#SHF1128,2026-03-01 03:18:52,paid,IAMSAIGON,Poster nghệ thuật A3,IAM-1367,3,254000,0,0,762000
#SHF1129,2026-03-01 06:56:33,paid,HIGHCHIC,Set bộ công sở,HIG-2568,2,364000,0,0,728000
#SHF1130,2026-03-01 08:19:16,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,1,104000,0,0,104000
#SHF1130,2026-03-01 08:19:16,paid,FNOS,Boot cổ thấp da PU,FNO-3395,1,361000,0,0,361000
#SHF1130,2026-03-01 08:19:16,paid,FNOS,Sneaker trắng basic,FNO-2184,1,763000,0,0,763000
#SHF1131,2026-03-01 08:53:43,paid,CAOSTU,Quần short thể thao,CAO-4049,1,340000,0,0,340000
#SHF1131,2026-03-01 08:53:43,paid,HIGHCHIC,Đầm maxi floral,HIG-7764,1,568000,28400,5,539600
#SHF1132,2026-03-01 22:01:53,paid,FNOS,Sneaker trắng basic,FNO-2184,2,442000,176800,20,707200
#SHF1132,2026-03-01 22:01:53,paid,PARADOX,Áo sơ mi oversize unisex,PAR-4982,2,784000,313600,20,1254400
#SHF1132,2026-03-01 22:01:53,paid,CAOSTU,Quần jogger cotton,CAO-1847,1,387000,0,0,387000
#SHF1133,2026-03-02 03:15:43,paid,CAOSTU,Áo tanktop trơn,CAO-7662,1,361000,0,0,361000
#SHF1133,2026-03-02 03:15:43,paid,HIGHCHIC,Đầm bodycon ôm dáng,HIG-7418,2,497000,0,0,994000
#SHF1133,2026-03-02 03:15:43,paid,PARADOX,Bomber jacket olive,PAR-4071,2,880000,0,0,1760000
#SHF1134,2026-03-03 13:59:16,paid,PARADOX,Áo sweater logo,PAR-8947,1,551000,0,0,551000
#SHF1134,2026-03-03 13:59:16,paid,CAOSTU,Áo thun basic cổ tròn,CAO-1134,3,295000,0,0,885000
#SHF1135,2026-03-06 09:31:38,paid,FNOS,Giày loafer da bò,FNO-9603,3,433000,0,0,1299000
#SHF1136,2026-03-06 21:06:05,paid,HIGHCHIC,Set bộ công sở,HIG-2568,1,808000,0,0,808000
#SHF1137,2026-03-08 16:56:17,refunded,FNOS,Dép quai hậu EVA,FNO-2214,3,201000,0,0,603000
#SHF1137,2026-03-08 16:56:17,refunded,IAMSAIGON,Móc khóa thêu HCM,IAM-8897,1,77000,15400,20,61600
#SHF1138,2026-03-09 17:41:36,paid,CAOSTU,Quần jogger cotton,CAO-1847,2,603000,0,0,1206000
#SHF1138,2026-03-09 17:41:36,paid,CAOSTU,Áo khoác dù basic,CAO-7320,3,447000,0,0,1341000
#SHF1138,2026-03-09 17:41:36,paid,HIGHCHIC,Áo croptop basic,HIG-7529,2,685000,0,0,1370000
#SHF1139,2026-03-11 00:06:09,paid,PARADOX,Quần wide-leg đen,PAR-3642,1,486000,0,0,486000
#SHF1140,2026-03-12 06:40:33,paid,CAOSTU,Áo thun basic cổ tròn,CAO-1134,2,562000,0,0,1124000
#SHF1141,2026-03-14 13:45:59,paid,PARADOX,Bomber jacket olive,PAR-4071,2,1029000,0,0,2058000
#SHF1141,2026-03-14 13:45:59,paid,CAOSTU,Quần jogger cotton,CAO-1847,2,491000,0,0,982000
#SHF1142,2026-03-15 07:16:10,paid,IAMSAIGON,Ly gốm sứ Sài Gòn,IAM-8807,3,294000,0,0,882000
#SHF1143,2026-03-15 12:48:39,paid,HIGHCHIC,Chân váy midi xếp ly,HIG-8107,2,1039000,0,0,2078000
#SHF1143,2026-03-15 12:48:39,paid,PARADOX,Hoodie unisex grey,PAR-3561,2,1093000,0,0,2186000
#SHF1143,2026-03-15 12:48:39,paid,FNOS,Sandal cao gót 7cm,FNO-7259,2,207000,0,0,414000
#SHF1144,2026-03-16 12:23:46,paid,CAOSTU,Áo tanktop trơn,CAO-7662,3,602000,180600,10,1625400
#SHF1144,2026-03-16 12:23:46,paid,CAOSTU,Áo khoác dù basic,CAO-7320,2,202000,40400,10,363600
#SHF1145,2026-03-18 22:21:28,paid,FNOS,Sneaker trắng basic,FNO-2184,1,816000,0,0,816000
#SHF1145,2026-03-18 22:21:28,paid,HIGHCHIC,Đầm maxi floral,HIG-7764,1,1145000,0,0,1145000
#SHF1146,2026-03-19 08:39:59,paid,CAOSTU,Quần short thể thao,CAO-4049,1,421000,0,0,421000
#SHF1146,2026-03-19 08:39:59,paid,FNOS,Dép quai hậu EVA,FNO-2214,1,742000,37100,5,704900
#SHF1147,2026-03-19 12:16:21,paid,CAOSTU,Áo thun basic cổ tròn,CAO-1134,2,273000,136500,25,409500
#SHF1148,2026-03-19 15:00:15,paid,IAMSAIGON,Túi tote canvas in hình,IAM-4791,2,280000,0,0,560000
#SHF1148,2026-03-19 15:00:15,paid,CAOSTU,Áo polo nam cổ bẻ,CAO-9279,3,581000,348600,20,1394400
#SHF1148,2026-03-19 15:00:15,paid,FNOS,Giày slip-on canvas,FNO-1784,2,225000,0,0,450000
#SHF1149,2026-03-20 01:53:32,paid,IAMSAIGON,Túi tote canvas in hình,IAM-4791,3,202000,30300,5,575700
#SHF1149,2026-03-20 01:53:32,paid,HIGHCHIC,Đầm maxi floral,HIG-7764,1,563000,0,0,563000
#SHF1150,2026-03-24 13:18:47,paid,FNOS,Giày loafer da bò,FNO-9603,1,802000,120300,15,681700
#SHF1151,2026-03-25 13:10:47,paid,HIGHCHIC,Đầm bodycon ôm dáng,HIG-7418,3,405000,182250,15,1032750
#SHF1151,2026-03-25 13:10:47,paid,CAOSTU,Áo polo nam cổ bẻ,CAO-9279,1,316000,0,0,316000
#SHF1152,2026-03-25 16:59:07,refunded,PARADOX,Set streetwear navy,PAR-6952,2,595000,0,0,1190000
#SHF1152,2026-03-25 16:59:07,refunded,PARADOX,Set streetwear navy,PAR-6952,1,1069000,0,0,1069000
#SHF1153,2026-03-27 11:36:37,paid,CAOSTU,Áo khoác dù basic,CAO-7320,3,519000,155700,10,1401300
#SHF1153,2026-03-27 11:36:37,paid,HIGHCHIC,Đầm maxi floral,HIG-7764,2,511000,0,0,1022000
#SHF1153,2026-03-27 11:36:37,paid,FNOS,Dép quai hậu EVA,FNO-2214,3,753000,0,0,2259000
#SHF1154,2026-03-27 12:59:34,paid,CAOSTU,Áo tanktop trơn,CAO-7662,2,634000,0,0,1268000
#SHF1154,2026-03-27 12:59:34,paid,HIGHCHIC,Đầm bodycon ôm dáng,HIG-7418,1,574000,0,0,574000
#SHF1154,2026-03-27 12:59:34,paid,PARADOX,Bomber jacket olive,PAR-4071,2,503000,0,0,1006000
#SHF1155,2026-03-27 17:26:10,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,3,143000,0,0,429000
#SHF1155,2026-03-27 17:26:10,paid,FNOS,Giày loafer da bò,FNO-9603,3,810000,0,0,2430000
#SHF1156,2026-03-28 06:36:20,paid,IAMSAIGON,Ly gốm sứ Sài Gòn,IAM-8807,2,266000,0,0,532000
#SHF1156,2026-03-28 06:36:20,paid,FNOS,Boot cổ thấp da PU,FNO-3395,1,319000,0,0,319000
#SHF1157,2026-03-29 04:13:56,paid,FNOS,Giày loafer da bò,FNO-9603,2,400000,0,0,800000
#SHF1157,2026-03-29 04:13:56,paid,IAMSAIGON,Túi tote canvas in hình,IAM-4791,1,271000,0,0,271000
#SHF1157,2026-03-29 04:13:56,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,2,277000,0,0,554000
#SHF1158,2026-03-30 04:24:08,paid,HIGHCHIC,Đầm bodycon ôm dáng,HIG-7418,2,1196000,598000,25,1794000
#SHF1158,2026-03-30 04:24:08,paid,FNOS,Dép quai hậu EVA,FNO-2214,1,368000,18400,5,349600
#SHF1158,2026-03-30 04:24:08,paid,HIGHCHIC,Đầm bodycon ôm dáng,HIG-7418,2,601000,180300,15,1021700
#SHF1159,2026-04-02 10:01:05,partially_refunded,PARADOX,Áo sơ mi oversize unisex,PAR-4982,1,1180000,0,0,1180000
#SHF1160,2026-04-02 16:44:40,paid,CAOSTU,Áo thun basic cổ tròn,CAO-1134,2,308000,0,0,616000
#SHF1160,2026-04-02 16:44:40,paid,IAMSAIGON,Poster nghệ thuật A3,IAM-1367,3,81000,12150,5,230850
#SHF1161,2026-04-03 09:55:37,paid,PARADOX,Hoodie unisex grey,PAR-3561,2,408000,0,0,816000
#SHF1161,2026-04-03 09:55:37,paid,CAOSTU,Quần short thể thao,CAO-4049,1,435000,21750,5,413250
#SHF1162,2026-04-03 13:01:44,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,2,237000,0,0,474000
#SHF1162,2026-04-03 13:01:44,paid,CAOSTU,Quần short thể thao,CAO-4049,1,258000,0,0,258000
#SHF1162,2026-04-03 13:01:44,paid,FNOS,Boot cổ thấp da PU,FNO-3395,3,822000,0,0,2466000
#SHF1163,2026-04-03 14:17:30,paid,IAMSAIGON,Nón bucket local brand,IAM-2417,2,307000,0,0,614000
#SHF1163,2026-04-03 14:17:30,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,3,130000,0,0,390000
#SHF1163,2026-04-03 14:17:30,paid,FNOS,Giày loafer da bò,FNO-9603,2,314000,0,0,628000
#SHF1164,2026-04-04 22:30:14,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,3,80000,0,0,240000
#SHF1164,2026-04-04 22:30:14,paid,CAOSTU,Quần short thể thao,CAO-4049,3,496000,0,0,1488000
#SHF1164,2026-04-04 22:30:14,paid,CAOSTU,Áo polo nam cổ bẻ,CAO-9279,2,350000,0,0,700000
#SHF1165,2026-04-05 06:31:59,partially_refunded,HIGHCHIC,Áo blouse lụa tay dài,HIG-9554,2,405000,40500,5,769500
#SHF1166,2026-04-05 10:08:50,paid,FNOS,Boot cổ thấp da PU,FNO-3395,1,782000,117300,15,664700
#SHF1166,2026-04-05 10:08:50,paid,FNOS,Giày loafer da bò,FNO-9603,1,351000,0,0,351000
#SHF1167,2026-04-07 11:02:34,partially_refunded,HIGHCHIC,Đầm maxi floral,HIG-7764,1,574000,0,0,574000
#SHF1167,2026-04-07 11:02:34,partially_refunded,PARADOX,Bomber jacket olive,PAR-4071,3,625000,0,0,1875000
#SHF1167,2026-04-07 11:02:34,partially_refunded,FNOS,Sneaker trắng basic,FNO-2184,1,597000,59700,10,537300
#SHF1168,2026-04-08 03:56:18,partially_refunded,FNOS,Giày slip-on canvas,FNO-1784,2,750000,0,0,1500000
#SHF1169,2026-04-08 16:58:45,paid,PARADOX,Set streetwear navy,PAR-6952,3,1004000,0,0,3012000
#SHF1170,2026-04-13 12:55:53,paid,IAMSAIGON,Poster nghệ thuật A3,IAM-1367,3,214000,0,0,642000
#SHF1171,2026-04-13 23:45:05,paid,FNOS,Dép quai hậu EVA,FNO-2214,1,678000,0,0,678000
#SHF1171,2026-04-13 23:45:05,paid,IAMSAIGON,Poster nghệ thuật A3,IAM-1367,1,315000,0,0,315000
#SHF1172,2026-04-14 13:45:47,paid,CAOSTU,Quần jogger cotton,CAO-1847,2,312000,62400,10,561600
#SHF1172,2026-04-14 13:45:47,paid,CAOSTU,Áo polo nam cổ bẻ,CAO-9279,2,210000,0,0,420000
#SHF1173,2026-04-15 13:51:37,paid,CAOSTU,Áo thun basic cổ tròn,CAO-1134,3,379000,0,0,1137000
#SHF1173,2026-04-15 13:51:37,paid,HIGHCHIC,Set bộ công sở,HIG-2568,3,1044000,0,0,3132000
#SHF1173,2026-04-15 13:51:37,paid,PARADOX,Áo sơ mi oversize unisex,PAR-4982,1,514000,0,0,514000
#SHF1174,2026-04-16 16:40:02,paid,IAMSAIGON,Nón bucket local brand,IAM-2417,3,207000,93150,15,527850
#SHF1175,2026-04-18 13:06:50,paid,IAMSAIGON,Vòng tay dệt,IAM-8439,2,258000,0,0,516000
#SHF1175,2026-04-18 13:06:50,paid,IAMSAIGON,Ly gốm sứ Sài Gòn,IAM-8807,1,98000,0,0,98000
#SHF1176,2026-04-18 13:41:24,paid,PARADOX,Áo sweater logo,PAR-8947,3,401000,0,0,1203000
#SHF1177,2026-04-19 14:04:08,refunded,HIGHCHIC,Set bộ công sở,HIG-2568,3,906000,271800,10,2446200
#SHF1177,2026-04-19 14:04:08,refunded,IAMSAIGON,Poster nghệ thuật A3,IAM-1367,3,249000,0,0,747000
#SHF1177,2026-04-19 14:04:08,refunded,IAMSAIGON,Vòng tay dệt,IAM-8439,3,91000,0,0,273000
#SHF1178,2026-04-20 00:24:45,paid,HIGHCHIC,Áo blouse lụa tay dài,HIG-9554,2,864000,0,0,1728000
#SHF1179,2026-04-20 06:10:34,refunded,IAMSAIGON,Ly gốm sứ Sài Gòn,IAM-8807,2,129000,0,0,258000
#SHF1179,2026-04-20 06:10:34,refunded,FNOS,Sandal cao gót 7cm,FNO-7259,2,500000,0,0,1000000
#SHF1179,2026-04-20 06:10:34,refunded,PARADOX,Áo sơ mi oversize unisex,PAR-4982,3,1127000,676200,20,2704800
#SHF1180,2026-04-20 10:49:22,paid,PARADOX,Hoodie unisex grey,PAR-3561,1,724000,0,0,724000
#SHF1180,2026-04-20 10:49:22,paid,IAMSAIGON,Móc khóa thêu HCM,IAM-8897,3,132000,0,0,396000
#SHF1181,2026-04-20 11:18:13,paid,CAOSTU,Quần short thể thao,CAO-4049,2,295000,0,0,590000
#SHF1181,2026-04-20 11:18:13,paid,PARADOX,Set streetwear navy,PAR-6952,2,408000,40800,5,775200
#SHF1182,2026-04-21 01:54:22,paid,FNOS,Giày loafer da bò,FNO-9603,1,343000,0,0,343000
#SHF1182,2026-04-21 01:54:22,paid,HIGHCHIC,Đầm bodycon ôm dáng,HIG-7418,3,932000,139800,5,2656200
#SHF1183,2026-04-22 10:30:11,paid,FNOS,Giày loafer da bò,FNO-9603,1,593000,0,0,593000
#SHF1183,2026-04-22 10:30:11,paid,PARADOX,Hoodie unisex grey,PAR-3561,3,984000,0,0,2952000
#SHF1184,2026-04-22 13:41:32,refunded,CAOSTU,Áo khoác dù basic,CAO-7320,2,380000,0,0,760000
#SHF1184,2026-04-22 13:41:32,refunded,PARADOX,Set streetwear navy,PAR-6952,1,401000,0,0,401000
#SHF1185,2026-04-22 18:30:03,paid,CAOSTU,Quần jogger cotton,CAO-1847,2,194000,58200,15,329800
#SHF1185,2026-04-22 18:30:03,paid,IAMSAIGON,Poster nghệ thuật A3,IAM-1367,3,285000,128250,15,726750
#SHF1186,2026-04-25 03:44:47,refunded,HIGHCHIC,Set bộ công sở,HIG-2568,1,1081000,0,0,1081000
#SHF1186,2026-04-25 03:44:47,refunded,IAMSAIGON,Móc khóa thêu HCM,IAM-8897,3,103000,15450,5,293550
#SHF1187,2026-04-25 16:36:10,paid,HIGHCHIC,Áo blouse lụa tay dài,HIG-9554,3,1144000,686400,20,2745600
#SHF1187,2026-04-25 16:36:10,paid,IAMSAIGON,Móc khóa thêu HCM,IAM-8897,3,95000,0,0,285000
#SHF1187,2026-04-25 16:36:10,paid,CAOSTU,Quần short thể thao,CAO-4049,3,231000,103950,15,589050
#SHF1188,2026-04-26 15:25:16,paid,CAOSTU,Áo tanktop trơn,CAO-7662,1,518000,0,0,518000
#SHF1188,2026-04-26 15:25:16,paid,IAMSAIGON,Móc khóa thêu HCM,IAM-8897,1,308000,15400,5,292600
#SHF1189,2026-04-27 23:29:19,paid,CAOSTU,Áo khoác dù basic,CAO-7320,1,638000,0,0,638000
#SHF1190,2026-04-28 12:06:54,refunded,CAOSTU,Quần short thể thao,CAO-4049,3,523000,392250,25,1176750
#SHF1191,2026-04-29 03:40:05,partially_refunded,IAMSAIGON,Poster nghệ thuật A3,IAM-1367,2,134000,0,0,268000
#SHF1192,2026-04-30 06:55:04,paid,PARADOX,Bomber jacket olive,PAR-4071,3,968000,0,0,2904000
#SHF1193,2026-04-30 15:15:26,paid,HIGHCHIC,Áo blouse lụa tay dài,HIG-9554,3,910000,0,0,2730000
#SHF1194,2026-05-02 20:45:34,paid,HIGHCHIC,Set bộ công sở,HIG-2568,2,464000,139200,15,788800
#SHF1194,2026-05-02 20:45:34,paid,HIGHCHIC,Áo croptop basic,HIG-7529,3,759000,0,0,2277000
#SHF1194,2026-05-02 20:45:34,paid,PARADOX,Hoodie unisex grey,PAR-3561,3,586000,175800,10,1582200
#SHF1195,2026-05-03 11:16:55,paid,FNOS,Sneaker trắng basic,FNO-2184,2,481000,0,0,962000
#SHF1195,2026-05-03 11:16:55,paid,FNOS,Dép quai hậu EVA,FNO-2214,2,522000,0,0,1044000
#SHF1195,2026-05-03 11:16:55,paid,FNOS,Giày loafer da bò,FNO-9603,1,730000,0,0,730000
#SHF1196,2026-05-04 05:18:21,partially_refunded,IAMSAIGON,Túi tote canvas in hình,IAM-4791,3,241000,0,0,723000
#SHF1196,2026-05-04 05:18:21,partially_refunded,FNOS,Sneaker trắng basic,FNO-2184,3,684000,0,0,2052000
#SHF1197,2026-05-04 06:47:20,refunded,PARADOX,Hoodie unisex grey,PAR-3561,2,484000,0,0,968000
#SHF1197,2026-05-04 06:47:20,refunded,CAOSTU,Áo polo nam cổ bẻ,CAO-9279,2,499000,49900,5,948100
#SHF1197,2026-05-04 06:47:20,refunded,HIGHCHIC,Set bộ công sở,HIG-2568,2,534000,0,0,1068000
#SHF1198,2026-05-04 15:19:34,paid,PARADOX,Hoodie unisex grey,PAR-3561,1,863000,0,0,863000
#SHF1199,2026-05-07 06:33:57,paid,CAOSTU,Áo tanktop trơn,CAO-7662,3,336000,0,0,1008000
#SHF1199,2026-05-07 06:33:57,paid,HIGHCHIC,Đầm bodycon ôm dáng,HIG-7418,3,957000,0,0,2871000
#SHF1199,2026-05-07 06:33:57,paid,HIGHCHIC,Chân váy midi xếp ly,HIG-8107,3,684000,0,0,2052000
#SHF1200,2026-05-07 12:12:15,paid,CAOSTU,Áo thun basic cổ tròn,CAO-1134,3,424000,0,0,1272000
